2,128,2,256,0.3,-0.4999121601846014,0.02262839328393572
2,128,2,64,0.2,-0.4572984064861161,0.01801416260839745
2,32,2,128,0.1,-0.4777785080821004,0.06000486459479336
2,32,1,64,0.2,-0.48602361711613284,0.03873760113340998
1,128,1,64,0.2,-0.4707388072902753,0.014574927024714501
1,32,1,32,0.2,-0.523908128022894,0.046543111972264434
1,256,1,32,0.0,-0.5088735852873373,0.027201809198432066
1,128,1,32,0.2,-0.5552512099689367,0.04086033442826161
2,32,2,128,0.1,-0.47042311860981484,0.027458638403912477
1,32,2,32,0.3,-0.4450567433548147,0.017877791535089036
2,64,2,32,0.3,-0.4591853043908912,0.03505496865477972
2,128,2,64,0.3,-0.46352588737854183,0.01613794623569313
1,64,2,32,0.3,-0.4446428836346639,0.014446690118589348
2,256,2,128,0.3,-0.4681762165527191,0.03147391436695475
1,64,2,128,0.3,-0.47857005113042134,0.023984489053543407
